"","X.1","X","customer.id","Name.x","default","Personal.status","Present.residence.since","Present.employment.since","Job","age","Housing","Telephone","foreign.worker","Account.Status","Duration.in.Month","Savings.account.bonds","Property","Credit.history","Purpose","Credit.amount","Installment.rate","guarantors","Other.installment.plans","Number.of.existing.credits","liable.to.provide.maintenance"
"893",893,893,"SM-10005116","Sally Matthias",2,"female : divorced/separated",4,2,"skilled employee ",23,"own","none","yes",0,33,700,"car or other","critical account","furniture/equipment",4281,1,"none","none",2,1
"894",894,894,"SM-1032025","Sean Miller",1,"female : divorced/separated",4,5,"skilled employee ",31,"own","none","yes",0,6,80,"car or other","critical account","radio/television",1957,1,"none","none",1,1
"895",895,895,"SM-1032029","Sean Miller",2,"male   : single",2,3,"skilled employee ",32,"own","none","yes",10,18,90,"life insurance","critical account"," New Car",1530,3,"none","Bank",2,1
"896",896,896,"SM-2000518","Sally Matthias",1,"male   : single",3,3,"skilled employee ",26,"rent","none","yes",10,6,90,"life insurance","existing credits paid back duly till now"," New Car",3518,2,"guarantor","none",1,1
"897",897,897,"SM-2032036","Sean Miller",1,"male   : single",3,5,"management",34,"own","none","yes",10,21,300,"real estate","delay in paying off in the past","furniture/equipment",1591,4,"none","none",2,1
"898",898,898,"SM-209057","Susan MacKendrick",1,"male   : single",2,7,"skilled employee ",31,"own","yes","yes",10,24,90,"car or other","existing credits paid back duly till now","furniture/equipment",929,4,"none","stores",1,1
"899",899,899,"SN-2056097","Skye Norling",1,"female : divorced/separated",1,1,"unskilled ",35,"own","yes","yes",0,47,80,"real estate","existing credits paid back duly till now"," New Car",10722,1,"none","none",1,1
"900",900,900,"SN-207107","Steve Nguyen",2,"female : divorced/separated",4,4,"management",23,"rent","none","yes",10,24,90,"car or other","existing credits paid back duly till now","Used Car",11560,1,"none","none",2,1
"901",901,901,"SO-2033527","Sean O'Donnell",2,"male   : single",3,2,"skilled employee ",29,"own","yes","yes",0,36,80,"life insurance","delay in paying off in the past","education",6887,4,"none","stores",1,1
"902",902,902,"SP-2065059","Stephanie Phelps",2,"male   : divorced/separated",3,7,"skilled employee ",43,"own","yes","yes",10,24,90,"car or other","existing credits paid back duly till now","furniture/equipment",4057,3,"none","none",1,1
"903",903,903,"SP-2086045","Sung Pak",2,"female : divorced/separated",3,4,"skilled employee ",21,"rent","none","yes",10,27,90,"real estate","existing credits paid back duly till now"," New Car",2570,3,"none","none",1,1
"904",904,904,"SP-20920130","Susan Pistek",1,"male   : single",4,10,"skilled employee ",33,"own","yes","yes",10,18,80,"car or other","critical account","radio/television",6070,3,"none","none",2,1
"905",905,905,"SP-2092048","Susan Pistek",1,"male   : married/widowed",2,6,"skilled employee ",33,"own","yes","yes",10,24,90,"car or other","critical account","radio/television",1851,4,"guarantor","none",2,1
"906",906,906,"SP-2092064","Susan Pistek",1,"male   : single",4,10,"unskilled ",27,"own","none","yes",50,9,90,"car or other","existing credits paid back duly till now","radio/television",1082,4,"none","none",2,1
"907",907,907,"SS-20140104","Saphhira Shifley",1,"female : divorced/separated",2,5,"management",31,"own","none","yes",10,21,700,"car or other","existing credits paid back duly till now"," New Car",2782,1,"none","Bank",1,1
"908",908,908,"SS-2014018","Saphhira Shifley",1,"male   : married/widowed",4,10,"skilled employee ",54,"own","yes","yes",10,24,90,"car or other","delay in paying off in the past"," New Car",717,4,"none","none",2,1
"909",909,909,"SS-2041045","Shahid Shariari",1,"male   : single",3,1,"unskilled ",44,"own","none","yes",0,6,90,"real estate","critical account"," New Car",4716,1,"none","none",2,2
"910",910,910,"SS-2041091","Shahid Shariari",1,"male   : single",2,10,"skilled employee ",28,"own","none","yes",10,36,90,"car or other","existing credits paid back duly till now","radio/television",3595,4,"none","none",1,1
"911",911,911,"ST-205307","Shui Tom",2,"male   : single",2,3,"management",40,"own","yes","yes",10,15,400,"life insurance","existing credits paid back duly till now","education",4623,3,"none","none",1,1
"912",912,912,"ST-2053093","Shui Tom",1,"female : divorced/separated",2,8,"management",23,"own","none","yes",250,18,50,"car or other","existing credits paid back duly till now"," New Car",1961,3,"none","none",1,1
"913",913,913,"SV-1078529","Stewart Visinsky",1,"male   : single",4,0,"skilled employee ",22,"for free","none","yes",0,14,90,"","existing credits paid back duly till now"," New Car",3973,1,"none","none",1,1
"914",914,914,"SV-10815126","Stuart Van",2,"male   : single",4,10,"skilled employee ",51,"for free","yes","yes",0,18,90,"life insurance","existing credits paid back duly till now","Used Car",7511,1,"none","none",1,2
"915",915,915,"SV-2078545","Stewart Visinsky",2,"female : divorced/separated",2,3,"skilled employee ",29,"own","none","no",50,9,80,"car or other","existing credits paid back duly till now","furniture/equipment",959,1,"none","none",1,1
"916",916,916,"SV-2078559","Stewart Visinsky",2,"male   : married/widowed",4,1,"management",28,"rent","yes","yes",190,36,80,"car or other","existing credits paid back duly till now","Used Car",9398,1,"none","none",1,1
"917",917,917,"SV-2081558","Stuart Van",1,"female : divorced/separated",2,1,"skilled employee ",30,"own","yes","no",0,24,0,"life insurance","existing credits paid back duly till now","furniture/equipment",7721,1,"none","none",1,1
"918",918,918,"SV-208157","Stuart Van",1,"male   : single",4,10,"skilled employee ",28,"rent","yes","yes",10,12,90,"car or other","critical account","furniture/equipment",3617,1,"none","none",3,1
"919",919,919,"SV-2093527","Susan Vittorini",1,"male   : single",2,3,"unskilled ",40,"rent","none","no",10,10,700,"","existing credits paid back duly till now"," New Car",1597,3,"none","none",1,2
"920",920,920,"SW-2024559","Scot Wooten",1,"male   : married/widowed",2,1,"unemployed",27,"own","none","no",250,6,1500,"real estate","existing credits paid back duly till now"," New Car",709,2,"none","none",1,1
"921",921,921,"SW-202458","Scot Wooten",1,"male   : single",4,7,"skilled employee ",59,"own","none","yes",0,9,90,"real estate","existing credits paid back duly till now","radio/television",1364,3,"none","none",1,1
"922",922,922,"SW-2027558","Scott Williamson",1,"male   : divorced/separated",1,2,"skilled employee ",26,"own","yes","yes",100,12,700,"car or other","existing credits paid back duly till now","radio/television",1158,3,"none","none",1,1
"923",923,923,"SW-2027564","Scott Williamson",2,"female : divorced/separated",4,6,"skilled employee ",23,"rent","none","yes",0,24,90,"car or other","existing credits paid back duly till now"," New Car",1442,4,"none","none",2,1
"924",924,924,"SW-2035059","Sean Wendt",1,"male   : single",2,3,"skilled employee ",41,"own","yes","yes",400,6,90,"real estate","existing credits paid back duly till now","furniture/equipment",2116,2,"none","none",1,1
"925",925,925,"SW-2075545","Steven Ward",1,"male   : single",3,3,"skilled employee ",29,"own","yes","yes",50,20,80,"car or other","delay in paying off in the past","Others",2629,2,"none","Bank",2,1
"926",926,926,"SW-207557","Steven Ward",1,"male   : single",4,10,"skilled employee ",47,"own","yes","yes",10,12,90,"life insurance","existing credits paid back duly till now","education",1393,4,"none","Bank",3,2
"927",927,927,"SZ-2003527","Sam Zeldin",1,"male   : single",4,8,"skilled employee ",48,"own","yes","yes",10,27,0,"life insurance","existing credits paid back duly till now","repairs",5190,4,"none","none",4,2
"928",928,928,"TA-21385102","Tom Ashbrook",1,"male   : single",2,3,"skilled employee ",36,"own","yes","yes",250,15,900,"car or other","critical account","Used Car",2360,2,"none","none",1,1
"929",929,929,"TA-213857","Tom Ashbrook",1,"male   : single",4,0,"management",70,"for free","yes","yes",190,10,80,"","existing credits paid back duly till now"," New Car",7308,2,"none","Bank",1,1
"930",930,930,"TB-1152089","Tracy Blumstein",2,"male   : single",2,1,"skilled employee ",27,"own","yes","yes",10,24,80,"car or other","delay in paying off in the past","business",8648,2,"none","Bank",2,1
"931",931,931,"TB-11625134","Trudy Brown",1,"male   : single",4,10,"unskilled ",49,"own","none","yes",500,30,90,"life insurance","critical account","radio/television",3656,4,"none","stores",2,1
"932",932,932,"TB-2105545","Ted Butterfield",1,"male   : single",1,3,"unskilled ",27,"own","none","yes",190,60,90,"real estate","delay in paying off in the past","radio/television",7418,1,"none","none",1,1
"933",933,933,"TB-2117564","Thomas Boland",1,"male   : single",4,3,"skilled employee ",63,"own","yes","yes",0,24,80,"","existing credits paid back duly till now","Used Car",2924,3,"guarantor","Bank",1,2
"934",934,934,"TB-2119058","Thomas Brumley",2,"male   : single",1,10,"skilled employee ",45,"own","none","yes",0,24,90,"real estate","existing credits paid back duly till now"," New Car",2303,4,"co-applicant","none",1,1
"935",935,935,"TB-2125031","Tim Brockman",1,"female : divorced/separated",4,1,"skilled employee ",22,"rent","none","yes",0,18,80,"car or other","existing credits paid back duly till now","furniture/equipment",3650,1,"none","none",1,1
"936",936,936,"TB-21520120","Tracy Blumstein",2,"male   : married/widowed",2,4,"skilled employee ",28,"own","yes","yes",10,18,90,"car or other","delay in paying off in the past","business",2169,4,"none","none",1,1
"937",937,937,"TB-215205","Tracy Blumstein",2,"female : divorced/separated",4,1,"skilled employee ",23,"own","none","yes",10,18,90,"real estate","existing credits paid back duly till now","repairs",1943,4,"none","none",1,1
"938",938,938,"TC-11145108","Theresa Coyne",1,"male   : single",2,4,"skilled employee ",34,"own","yes","yes",50,30,2500,"car or other","all credits at this bank paid back duly","furniture/equipment",3496,4,"none","stores",1,2
"939",939,939,"TC-2098045","Tamara Chand",1,"male   : single",2,10,"skilled employee ",35,"own","none","yes",10,15,90,"car or other","existing credits paid back duly till now","radio/television",1979,4,"none","none",1,1
"940",940,940,"TC-2098058","Tamara Chand",1,"male   : single",3,4,"unskilled ",27,"own","yes","yes",10,24,400,"life insurance","critical account","business",4139,3,"none","none",2,1
"941",941,941,"TC-21145102","Theresa Coyne",1,"male   : married/widowed",4,3,"skilled employee ",23,"rent","none","yes",400,12,90,"real estate","existing credits paid back duly till now","radio/television",1297,3,"none","none",1,1
"942",942,942,"TC-211457","Theresa Coyne",2,"female : divorced/separated",4,4,"skilled employee ",25,"rent","none","yes",0,18,90,"car or other","existing credits paid back duly till now","radio/television",1882,4,"none","Bank",2,1
"943",943,943,"TC-2114582","Theresa Coyne",1,"female : divorced/separated",2,6,"skilled employee ",30,"own","none","yes",10,15,1500,"life insurance","delay in paying off in the past","furniture/equipment",960,3,"none","none",2,1
"944",944,944,"TC-21295130","Toby Carlisle",1,"female : divorced/separated",4,5,"skilled employee ",25,"rent","none","yes",10,22,90,"life insurance","existing credits paid back duly till now"," New Car",1283,4,"none","none",1,1
"945",945,945,"TC-2129545","Toby Carlisle",1,"male   : single",2,3,"skilled employee ",28,"own","none","yes",0,36,80,"life insurance","critical account","furniture/equipment",5371,3,"guarantor","none",2,1
"946",946,946,"TG-1164060","Trudy Glocke",1,"male   : married/widowed",4,4,"skilled employee ",24,"rent","none","yes",0,30,150,"car or other","critical account","Used Car",6187,1,"none","none",2,1
"947",947,947,"TG-2164014","Trudy Glocke",1,"male   : single",4,5,"unskilled ",49,"own","none","yes",250,18,90,"car or other","all credits at this bank paid back duly","radio/television",1445,4,"none","Bank",1,1
"948",948,948,"TG-2164078","Trudy Glocke",1,"female : divorced/separated",4,6,"management",26,"rent","yes","yes",10,30,90,"car or other","critical account","radio/television",4530,4,"none","none",1,1
"949",949,949,"TH-1123561","Tiffany House",1,"male   : single",2,6,"skilled employee ",27,"own","yes","yes",400,10,90,"life insurance","critical account","radio/television",1347,4,"none","none",2,1
"950",950,950,"TH-2110045","Thea Hendricks",1,"female : divorced/separated",2,7,"skilled employee ",24,"rent","yes","yes",10,6,90,"car or other","critical account","radio/television",1554,1,"none","none",2,1
"951",951,951,"TH-21235125","Tiffany House",2,"male   : single",2,6,"skilled employee ",26,"own","yes","yes",0,42,90,"life insurance","delay in paying off in the past","radio/television",4370,3,"none","Bank",2,2
"952",952,952,"TH-212357","Tiffany House",1,"male   : single",1,3,"unskilled ",21,"own","none","yes",0,12,90,"life insurance","existing credits paid back duly till now","furniture/equipment",1289,4,"guarantor","none",1,1
"953",953,953,"TH-21550130","Tracy Hopkins",1,"male   : single",1,0,"management",35,"own","yes","yes",50,6,90,"life insurance","delay in paying off in the past","furniture/equipment",1050,4,"none","stores",2,1
"954",954,954,"TM-2149031","Tony Molinari",1,"male   : single",2,3,"skilled employee ",27,"own","none","yes",10,36,80,"car or other","all credits paid back duly","repairs",2613,4,"none","none",2,1
"955",955,955,"TM-2149059","Tony Molinari",2,"male   : single",4,10,"skilled employee ",47,"for free","none","yes",0,36,90,"","existing credits paid back duly till now","Used Car",8335,3,"none","none",1,1
"956",956,956,"TP-21130144","Theone Pippenger",1,"male   : single",3,1,"management",45,"own","yes","yes",10,12,90,"life insurance","existing credits paid back duly till now"," New Car",3527,2,"none","none",1,2
"957",957,957,"TP-2113027","Theone Pippenger",1,"male   : single",2,0,"management",27,"own","yes","yes",10,24,90,"","critical account","Others",6314,4,"co-applicant","Bank",2,1
"958",958,958,"TP-2113082","Theone Pippenger",2,"female : divorced/separated",4,4,"skilled employee ",25,"rent","none","yes",0,24,90,"real estate","existing credits paid back duly till now"," New Car",1371,4,"none","none",1,1
"959",959,959,"TR-11325129","Toby Ritter",1,"female : divorced/separated",4,0,"skilled employee ",67,"own","yes","yes",10,18,90,"car or other","existing credits paid back duly till now","repairs",3872,2,"none","none",1,1
"960",960,960,"TS-1143085","Tom Stivers",1,"male   : single",3,5,"skilled employee ",32,"rent","yes","yes",50,39,250,"","delay in paying off in the past","education",11760,2,"none","none",1,1
"961",961,961,"TS-115053","Tony Sayre",1,"male   : single",4,4,"skilled employee ",38,"for free","yes","yes",10,48,90,"","delay in paying off in the past","business",6681,4,"none","none",1,2
